year,region,"disaster type",occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage"
2009,"South America",Landslide,8,253,22140,32,743,22915,160000
2009,"South America",Storm,3,14,2550,88,450,3088,0
2010,Caribbean,Drought,4,0,0,0,0,0,0
2010,Caribbean,Earthquake,1,222570,3400000,300000,0,3700000,8000000
2010,Caribbean,Epidemic,4,7051,316067,277451,0,593518,0
2010,Caribbean,Flood,6,51,59285,2,0,59287,0
2010,Caribbean,Storm,8,56,287055,93,100,287248,188100
2010,"Central America",Earthquake,1,2,25000,232,0,25232,1150000
2010,"Central America",Epidemic,2,83,27395,0,0,27395,0
2010,"Central America",Flood,13,296,1139878,309,0,1140187,16000
2010,"Central America",Landslide,3,124,0,56,50640,50696,500000
2010,"Central America",Storm,16,261,980953,161,10798,991912,6660000
2010,"Central America","Volcanic activity",1,0,1800,0,0,1800,0
2010,"Northern America",Earthquake,1,0,600,30,0,630,12500
2010,"Northern America",Flood,3,20,1000,0,0,1000,0
2010,"Northern America",Storm,13,118,10700,241,0,10941,9150000
2010,"South America",Drought,3,0,124500,0,0,124500,114700
2010,"South America",Earthquake,1,562,1861222,10334,800000,2671556,30000000
2010,"South America",Epidemic,3,46,60939,0,0,60939,0
2010,"South America","Extreme temperature ",7,503,57750,0,0,57750,0
2010,"South America",Flood,11,882,3436732,866,13500,3451098,1972000
2010,"South America",Landslide,3,243,0,54,1000,1054,0
2010,"South America",Storm,1,8,0,0,0,0,0
2010,"South America","Volcanic activity",1,0,2500,0,0,2500,0
2010,"South America",Wildfire,2,31,200,0,300,500,0
2011,Caribbean,Epidemic,1,1,0,220,0,220,0
2011,Caribbean,Flood,4,40,15905,8,0,15913,0
2011,Caribbean,Storm,9,12,58144,4,1407,59555,570000
2011,"Central America",Drought,1,0,2500000,0,0,2500000,0
2011,"Central America",Earthquake,2,5,550,2,0,552,0
2011,"Central America","Extreme temperature ",2,3,122643,0,0,122643,500000
2011,"Central America",Flood,12,225,1538303,36,40000,1578339,1061913
2011,"Central America",Landslide,1,16,0,0,0,0,0
2011,"Central America",Storm,6,48,550450,0,0,550450,97700
2011,"Central America",Wildfire,1,0,0,0,0,0,0
2011,"Northern America",Drought,1,0,0,0,0,0,8000000
2011,"Northern America","Extreme temperature ",1,22,0,0,0,0,0
2011,"Northern America",Flood,5,22,27100,0,11000,38100,7400000
2011,"Northern America",Storm,16,764,370600,3613,15000,389213,43450000
2011,"Northern America",Wildfire,4,9,0,5,13100,13105,2883000
2011,"South America",Earthquake,1,1,870,106,1705,2681,0
2011,"South America",Epidemic,4,44,972216,0,0,972216,0
2011,"South America","Extreme temperature ",3,20,64390,0,0,64390,0
2011,"South America",Flood,18,1392,3589792,369,32000,3622161,3356000
2011,"South America",Landslide,3,47,4325,0,0,4325,0
2011,"South America",Storm,2,16,0,0,2000,2000,0
2011,"South America","Volcanic activity",2,0,6500,0,0,6500,104000
2011,"South America",Wildfire,2,1,400,0,1082,1482,200000
2012,Caribbean,Epidemic,3,217,31907,0,0,31907,0
2012,Caribbean,Flood,6,44,32394,0,11641,44035,0
2012,Caribbean,Storm,9,107,480361,27,108330,588718,270542
2012,"Central America",Drought,2,0,391485,0,0,391485,0
2012,"Central America",Earthquake,3,48,1367101,414,4000,1371515,575000
2012,"Central America",Flood,4,21,48439,32,0,48471,0
2012,"Central America",Storm,2,19,87000,0,0,87000,855000
2012,"Central America","Volcanic activity",1,0,10000,0,0,10000,0
2012,"Northern America",Drought,2,0,0,0,0,0,20000000
2012,"Northern America","Extreme temperature ",1,123,0,0,0,0,0
2012,"Northern America",Flood,2,2,1800,0,0,1800,208000
2012,"Northern America",Storm,21,190,89300,437,267,90004,78545000
2012,"Northern America",Wildfire,2,3,1809,0,1038,2847,800000
2012,"South America",Drought,2,0,5391900,0,0,5391900,1460000
2012,"South America",Earthquake,2,1,27188,159,1385,28732,100000
2012,"South America",Epidemic,3,22,50308,0,0,50308,0
2012,"South America","Extreme temperature ",1,252,30113,0,0,30113,0
2012,"South America",Flood,11,128,609120,88,16500,625708,373100
2012,"South America",Landslide,1,22,0,0,0,0,0
2012,"South America",Storm,3,24,32500,130,2000,34630,12000
2012,"South America",Wildfire,2,12,1875,70,0,1945,200000
2013,Caribbean,Flood,6,26,38096,37,33765,71898,153102
2013,"Central America",Drought,1,0,0,0,0,0,200000
2013,"Central America",Earthquake,1,1,520,52,0,572,0
2013,"Central America",Epidemic,4,41,49415,0,0,49415,0
2013,"Central America",Flood,2,40,14149,0,0,14149,0
2013,"Central America",Storm,4,210,172000,0,0,172000,5700000
2013,"Central America","Volcanic activity",1,0,63079,0,0,63079,0
2013,"Northern America","Extreme temperature ",2,29,0,0,0,0,0
2013,"Northern America",Flood,8,35,129325,0,5400,134725,7975000
2013,"Northern America",Storm,16,140,175889,985,600,177474,16010000
2013,"Northern America",Wildfire,5,22,111,17,2247,2375,706400
2013,"South America",Drought,3,0,418520,0,0,418520,0
2013,"South America",Earthquake,2,0,10697,44,300,11041,4000
2013,"South America",Epidemic,1,91,1171,0,0,1171,0
2013,"South America","Extreme temperature ",3,19,104944,0,5247,110191,1000000
2013,"South America",Flood,13,345,1357543,531,43200,1401274,1844000
2013,"South America",Landslide,3,43,0,29,0,29,0
2013,"South America",Storm,3,6,63800,76,0,63876,115000
2013,"South America","Volcanic activity",1,0,1040,0,0,1040,0
2014,Caribbean,Drought,2,0,1091545,0,0,1091545,0
2014,Caribbean,Epidemic,1,0,68111,0,0,68111,0
2014,Caribbean,Flood,3,14,30300,0,0,30300,0
2014,"Central America",Drought,3,0,2571555,0,0,2571555,100000
2014,"Central America",Earthquake,4,6,124075,540,9830,134445,3000
2014,"Central America",Epidemic,1,4,12783,0,0,12783,0
2014,"Central America","Extreme temperature ",1,0,8141,0,0,8141,0
2014,"Central America",Flood,5,13,83461,0,0,83461,1400
2014,"Central America",Storm,7,21,244000,135,0,244135,2539500
2014,"Northern America",Drought,1,0,0,0,0,0,2200000
2014,"Northern America",Earthquake,1,1,3000,250,0,3250,700000
2014,"Northern America","Extreme temperature ",2,21,0,0,0,0,2500000
2014,"Northern America",Flood,3,2,108900,4,0,108904,1819000
2014,"Northern America",Landslide,1,43,0,0,150,150,20000
2014,"Northern America",Storm,15,136,1734,51,30,1815,10170000
2014,"Northern America",Wildfire,1,2,429,0,0,429,100000
2014,"South America",Drought,2,0,27051180,0,0,27051180,5000000
2014,"South America",Earthquake,3,17,513987,22,0,514009,100000
2014,"South America","Extreme temperature ",1,505,109257,0,0,109257,0
2014,"South America",Flood,17,200,1138675,52,70200,1208927,270000
2014,"South America",Landslide,2,98,6950,0,4800,11750,200000
2014,"South America",Storm,2,11,0,25,2000,2025,0
2014,"South America",Wildfire,1,12,10500,500,0,11000,34000
2015,Caribbean,Flood,3,11,75939,0,100,76039,0
2015,"Central America",Drought,1,0,85000,0,0,85000,60000
2015,"Central America",Flood,1,0,9666,0,0,9666,0
2015,"Central America",Storm,3,34,22592,286,750,23628,0
2015,"Central America","Volcanic activity",1,0,18450,0,0,18450,0
2015,"Northern America",Flood,2,48,24000,0,0,24000,1000000
2015,"Northern America",Storm,9,95,0,69,0,69,3525000
2015,"South America",Earthquake,1,0,600,1,0,601,0
2015,"South America",Flood,7,217,435370,0,31379,466749,0
2015,"South America",Landslide,2,98,0,37,300,337,0
2015,"South America",Storm,2,10,14500,25,0,14525,0
2015,"South America","Volcanic activity",3,0,7600,0,0,7600,0
